@RELATION 6000 
  
@ATTRIBUTE appCatergry  {social_contact,navigation,message,game}  
@ATTRIBUTE time   numeric  
@ATTRIBUTE latitude  numeric  
@ATTRIBUTE longitude   numeric 
@ATTRIBUTE permission   {location,contact,phone,microphone} 
@ATTRIBUTE class {true,false}  

@DATA
game,13,39.35,108.4,location,true
game,22,38.67,107.16,location,false
social_contact,22,39.53,108.53,location,false
navigation,16,36.37,108.73,microphone,true
game,19,39.63,109.4,phone,false
game,19,38.99,109.07,microphone,false
social_contact,23,36.91,107.55,microphone,false
social_contact,20,39.69,106.76,microphone,false
game,19,36.43,107.34,location,false
message,14,36.33,109.48,contact,true
game,13,37.05,107.09,microphone,true
navigation,19,36.75,107.75,location,false
navigation,22,38.68,108.87,microphone,false
social_contact,20,38.09,106.8,phone,false
navigation,24,38.8,109.88,location,true
message,18,38.13,106.51,microphone,false
game,13,36.54,107.93,microphone,true
social_contact,12,38.69,109.37,contact,true
social_contact,23,36.42,105.04,contact,false
message,22,39.41,109.6,contact,false
message,16,38.75,108.99,location,true
message,24,39.09,108.36,contact,true
navigation,13,37.71,107.18,phone,true
message,21,38.75,105.77,location,false
navigation,13,36.89,109.27,contact,true
social_contact,24,38.62,105.11,location,true
navigation,19,36.39,107.07,location,false
message,20,36.75,107.47,microphone,false
social_contact,19,39.28,105.09,phone,false
social_contact,12,39.12,109.22,contact,true
game,15,38.87,106.15,contact,true
message,20,37.99,109.9,microphone,false
navigation,13,37.5,108.77,microphone,true
navigation,16,39.42,106.89,location,true
message,17,36.38,109.6,location,true
game,22,38.29,106.02,phone,false
navigation,14,37.57,105.18,phone,true
navigation,12,39.31,109.94,contact,true
social_contact,21,39.72,106.59,phone,false
message,17,37.43,107.9,contact,true
social_contact,20,38.74,105.94,microphone,false
social_contact,17,37.26,106.9,phone,true
navigation,22,36.22,108.11,phone,false
game,15,36.05,109.25,phone,true
message,12,39.57,107.55,microphone,true
message,16,39.42,105.62,contact,true
social_contact,23,38.91,108.59,phone,false
message,13,38.82,107.74,microphone,true
social_contact,21,38.69,106.36,microphone,false
message,19,37.77,107.99,microphone,false
social_contact,18,37.61,109.32,phone,false
message,16,39.03,109.29,microphone,true
game,22,39.68,108.11,location,false
game,20,39.69,109.5,microphone,false
social_contact,14,39.0,106.78,microphone,true
game,15,39.21,105.18,location,true
message,18,38.05,107.41,location,false
game,19,37.17,106.95,phone,false
navigation,19,38.3,108.29,phone,false
game,14,38.31,106.82,phone,true
message,13,36.3,109.52,location,true
game,22,39.97,109.79,contact,false
game,19,38.72,105.0,location,false
social_contact,22,39.37,109.75,contact,false
social_contact,21,37.1,108.48,contact,false
message,14,39.2,109.9,phone,true
game,13,36.99,107.7,phone,true
social_contact,12,39.03,108.97,microphone,true
navigation,14,38.91,108.98,contact,true
navigation,19,36.89,109.08,phone,false
game,21,38.33,109.65,contact,false
game,12,37.89,105.83,phone,true
social_contact,12,39.16,107.12,contact,true
message,18,39.99,108.5,phone,false
social_contact,19,37.22,105.42,microphone,false
social_contact,23,37.09,105.16,phone,false
game,15,38.66,108.93,location,true
game,23,39.99,106.49,contact,false
game,24,39.52,108.92,contact,true
navigation,15,37.51,108.49,microphone,true
social_contact,21,39.25,107.73,phone,false
game,19,37.38,108.6,location,false
message,14,36.77,105.47,microphone,true
game,19,36.72,107.84,contact,false
social_contact,12,38.29,108.1,phone,true
message,23,37.05,108.51,microphone,false
social_contact,14,38.51,109.13,contact,true
social_contact,18,39.14,109.31,phone,false
social_contact,14,39.05,108.02,location,true
message,22,36.31,109.67,contact,false
game,17,38.23,108.18,contact,true
game,13,39.87,108.39,contact,true
message,14,38.71,109.65,contact,true
message,18,37.19,105.69,contact,false
social_contact,12,38.14,105.85,location,true
game,12,38.29,105.36,location,true
game,18,36.07,105.44,microphone,false
social_contact,12,38.79,107.99,phone,true
navigation,16,38.35,107.77,contact,true
navigation,21,38.11,109.71,contact,false
message,20,38.52,106.08,phone,false
game,17,38.99,108.95,contact,true
message,17,39.9,105.83,location,true
message,21,38.48,108.91,microphone,false
navigation,16,36.11,105.01,phone,true
navigation,21,37.48,106.95,contact,false
social_contact,24,36.52,109.35,microphone,true
message,21,38.86,105.93,contact,false
game,19,36.83,109.91,location,false
message,12,37.56,107.08,microphone,true
message,21,37.93,107.07,contact,false
game,12,36.06,106.46,microphone,true
navigation,12,38.66,107.45,phone,true
message,16,36.46,106.4,location,true
message,20,37.75,105.65,microphone,false
game,19,39.04,106.84,location,false
message,13,37.24,106.79,location,true
social_contact,21,38.66,106.1,microphone,false
message,17,36.12,107.17,microphone,true
navigation,13,38.49,107.06,phone,true
message,20,38.27,107.59,contact,false
message,20,38.45,109.45,location,false
social_contact,22,37.41,105.45,phone,false
game,15,36.37,109.31,contact,true
game,22,37.13,109.87,phone,false
navigation,24,36.84,106.12,microphone,true
message,15,39.02,108.19,phone,true
social_contact,17,36.44,108.93,microphone,true
message,17,38.37,105.04,microphone,true
game,22,36.78,106.92,microphone,false
game,19,39.1,106.91,phone,false
game,19,38.65,105.32,contact,false
navigation,22,36.99,107.19,contact,false
game,18,38.87,109.22,phone,false
message,15,39.3,109.32,contact,true
navigation,24,37.12,109.61,phone,true
social_contact,15,36.16,108.72,phone,true
social_contact,14,39.34,105.8,phone,true
message,24,36.54,106.08,phone,true
message,22,37.26,105.93,microphone,false
message,15,39.61,109.6,contact,true
navigation,20,37.45,105.25,location,false
message,18,36.49,107.06,microphone,false
social_contact,14,37.8,108.06,phone,true
game,14,36.44,105.14,location,true
social_contact,15,37.17,109.1,contact,true
navigation,24,39.86,109.39,contact,true
message,22,37.33,105.18,contact,false
social_contact,22,39.39,109.44,phone,false
navigation,19,37.46,108.72,phone,false
social_contact,22,38.39,106.65,location,false
game,16,38.86,109.1,phone,true
social_contact,15,38.85,106.12,microphone,true
social_contact,22,38.38,106.71,phone,false
social_contact,14,38.03,108.45,microphone,true
social_contact,20,38.13,105.37,microphone,false
game,12,37.82,108.63,location,true
social_contact,18,39.47,108.34,microphone,false
game,22,38.89,108.09,microphone,false
navigation,14,39.53,106.39,microphone,true
game,22,38.08,108.85,contact,false
game,21,36.64,107.54,phone,false
social_contact,22,39.18,107.08,microphone,false
navigation,20,38.95,109.55,location,false
social_contact,12,36.79,108.88,contact,true
navigation,18,36.26,105.03,location,true
message,13,38.91,107.99,microphone,true
message,20,37.06,105.25,contact,false
message,12,38.75,108.23,microphone,true
navigation,18,37.67,108.45,microphone,true
navigation,20,39.52,108.02,location,true
navigation,20,39.49,107.07,microphone,true
message,20,39.07,108.28,phone,false
message,13,37.94,105.71,location,true
social_contact,20,39.69,109.68,microphone,true
navigation,16,37.15,105.35,contact,false
navigation,12,38.82,106.79,phone,false
navigation,19,38.31,106.8,location,true
social_contact,15,39.08,105.82,location,true
navigation,18,39.0,107.51,phone,false
social_contact,19,38.29,106.95,microphone,true
social_contact,20,38.0,109.75,phone,false
game,18,37.06,109.36,location,true
message,15,37.52,107.79,microphone,true
game,22,38.51,105.64,phone,false
navigation,13,39.02,105.57,phone,false
game,15,37.43,106.97,microphone,true
game,16,37.27,106.77,phone,false
message,22,38.61,108.66,microphone,true
social_contact,23,38.82,109.57,location,true
game,23,37.0,108.56,phone,false
navigation,12,36.8,109.63,contact,false
social_contact,12,36.08,108.22,phone,false
social_contact,18,37.67,106.33,phone,false
game,17,37.35,106.46,phone,false
message,16,36.15,105.29,contact,false
game,19,36.08,106.45,location,true
message,20,39.43,108.57,microphone,true
game,19,39.76,107.81,location,true
message,23,36.99,107.72,location,true
message,22,37.77,109.44,location,true
navigation,21,39.43,106.94,location,true
social_contact,14,37.7,109.65,contact,false
game,12,36.96,109.99,location,true
message,19,37.15,105.83,microphone,true
navigation,16,37.25,106.54,phone,false
social_contact,23,37.65,108.65,location,true
game,16,39.92,105.81,contact,false
game,18,36.35,106.17,microphone,true
navigation,13,37.2,106.68,contact,false
message,21,38.29,105.05,microphone,true
game,14,39.45,109.42,phone,false
navigation,19,36.79,106.21,location,true
message,18,39.45,105.77,contact,false
message,19,38.82,109.01,phone,false
navigation,16,36.75,109.07,microphone,true
message,16,38.34,107.44,microphone,true
social_contact,19,38.56,108.07,microphone,true
message,17,38.05,108.34,contact,false
navigation,17,39.02,109.1,contact,false
social_contact,22,37.29,105.98,location,true
social_contact,21,37.71,107.82,contact,false
social_contact,22,38.75,107.07,microphone,true
social_contact,22,39.33,106.43,phone,false
game,12,38.53,109.02,microphone,true
message,13,38.86,109.21,location,true
social_contact,18,39.42,107.8,contact,false
social_contact,17,36.55,106.35,contact,false
navigation,14,39.32,105.1,contact,false
social_contact,15,38.58,109.98,location,true
social_contact,14,39.31,107.39,contact,false
navigation,17,36.86,105.1,phone,false
game,23,38.39,108.88,phone,false
message,20,39.03,105.75,microphone,true
message,12,39.32,107.29,location,true
navigation,18,37.34,105.67,phone,false
game,18,38.87,106.59,contact,false
social_contact,22,38.27,107.01,contact,false
message,14,36.8,105.73,microphone,true
social_contact,22,38.97,105.99,contact,false
navigation,22,37.02,108.86,contact,false
game,15,36.29,106.72,location,true
message,19,39.85,107.02,location,true
game,16,38.44,109.53,contact,false
game,18,36.54,108.14,location,true
game,20,37.29,109.77,contact,false
navigation,23,36.75,105.66,phone,false
navigation,13,37.05,105.37,microphone,true
message,15,37.54,108.91,microphone,true
game,13,36.59,106.41,phone,false
social_contact,19,37.58,107.59,location,true
social_contact,14,38.07,108.74,microphone,true
social_contact,17,39.3,109.96,contact,false
navigation,20,36.65,108.1,contact,false
navigation,21,39.11,105.53,contact,false
navigation,22,39.47,107.21,contact,false
message,22,36.92,105.22,microphone,true
social_contact,16,36.98,109.19,microphone,true
game,12,39.79,109.14,contact,false
navigation,23,39.07,108.09,microphone,true
navigation,14,37.23,108.86,location,true
message,17,38.52,107.9,contact,false
navigation,24,38.3,106.55,microphone,true
game,18,37.94,108.22,phone,false
message,17,39.17,107.09,location,true
message,16,38.04,106.68,location,true
social_contact,13,39.31,109.82,contact,false
game,12,39.71,107.38,microphone,true
social_contact,21,38.8,105.24,phone,false
social_contact,12,37.5,108.44,contact,false
social_contact,18,39.94,109.32,microphone,true
navigation,16,37.14,106.85,location,true
social_contact,19,36.25,109.86,location,true
message,16,36.26,106.26,location,true
message,16,36.33,107.26,microphone,true
social_contact,22,38.01,105.37,location,true
message,18,38.7,106.33,contact,false
message,17,39.31,106.28,contact,false
navigation,14,38.29,108.88,phone,false
navigation,19,38.55,109.06,contact,false
message,13,38.34,108.54,microphone,true
social_contact,12,37.91,106.91,location,true
navigation,22,36.59,109.14,microphone,true
social_contact,21,38.7,108.45,contact,false
navigation,22,36.1,109.59,microphone,true
social_contact,18,38.91,108.96,contact,false
navigation,19,37.85,105.72,phone,false
message,19,37.05,106.91,location,true
social_contact,13,39.49,106.78,location,true
message,17,36.79,107.07,contact,false
game,19,36.6,107.69,phone,false
message,20,39.87,108.09,location,true
navigation,19,37.48,108.92,location,true
message,13,39.15,109.63,microphone,true
social_contact,22,36.77,105.1,phone,false
game,14,37.95,106.16,contact,false
game,14,38.47,106.59,microphone,true
message,20,38.9,107.84,location,true
navigation,20,37.97,107.96,microphone,true
game,12,36.95,109.38,location,true
navigation,20,39.55,109.09,phone,false
game,14,39.77,106.27,phone,false
message,18,38.34,105.95,contact,false
social_contact,18,38.44,105.53,phone,false
social_contact,23,36.36,106.36,contact,false
game,18,38.29,108.57,microphone,true
game,18,38.06,108.31,location,true
navigation,20,39.13,109.46,phone,false
game,23,37.55,105.12,phone,false
message,12,39.57,108.3,contact,false
navigation,21,39.35,106.16,phone,false
message,13,38.18,105.61,contact,false
game,19,37.43,106.07,microphone,true
social_contact,24,38.64,107.15,microphone,true
navigation,21,38.58,108.24,contact,false
social_contact,16,39.35,105.23,location,true
navigation,17,39.04,107.3,phone,false
game,18,38.35,108.34,microphone,true
navigation,15,38.77,109.18,phone,false
social_contact,20,37.32,105.24,contact,false
game,24,38.17,105.31,contact,false
social_contact,20,38.54,106.9,location,true
navigation,18,37.41,106.98,contact,false
message,21,38.53,107.71,location,true
social_contact,16,38.53,107.88,contact,false
game,20,37.86,105.73,location,true
game,13,38.83,108.04,microphone,true
game,15,36.81,105.05,contact,false
social_contact,14,36.82,105.69,location,true
navigation,21,37.59,105.78,phone,false
social_contact,17,39.39,107.3,phone,false
navigation,15,38.43,109.98,location,true
navigation,12,37.4,108.27,phone,false
game,12,37.7,109.43,microphone,true
navigation,12,36.63,105.06,phone,false
game,23,39.13,106.89,location,true
social_contact,12,36.95,107.23,contact,false
game,24,38.14,105.13,location,true
message,23,38.04,108.43,phone,false
navigation,15,36.91,109.16,phone,false
navigation,12,38.52,106.97,microphone,true
game,18,38.21,109.65,phone,false
social_contact,14,38.41,109.76,microphone,true
game,20,37.91,109.52,contact,false
game,15,39.56,109.66,microphone,true
game,16,36.0,108.73,microphone,true
message,20,39.83,107.31,contact,false
message,17,39.55,107.67,microphone,true
social_contact,20,38.31,107.33,microphone,true
social_contact,14,39.3,108.97,phone,false
game,18,39.81,109.02,location,true
social_contact,18,37.58,108.24,phone,false
game,12,36.7,108.68,location,true
navigation,19,36.86,106.29,location,true
message,23,36.7,109.73,phone,false
message,13,36.48,107.88,contact,false
game,13,36.14,109.4,contact,false
navigation,12,38.06,107.8,phone,false
navigation,14,36.72,105.46,phone,false
game,23,36.19,109.15,microphone,true
social_contact,14,37.43,107.91,contact,false
social_contact,18,37.58,105.29,contact,false
game,23,37.53,106.81,microphone,true
message,16,38.72,106.43,phone,false
game,14,39.7,105.89,contact,false
social_contact,18,37.91,107.52,microphone,true
message,13,36.93,105.44,microphone,true
game,20,36.01,109.37,microphone,true
message,14,36.54,105.5,location,true
navigation,19,37.04,108.38,phone,false
game,17,37.34,108.49,phone,false
message,20,38.17,107.9,location,true
social_contact,13,38.73,105.78,microphone,true
game,23,37.16,108.8,contact,false
game,14,39.09,105.69,phone,false
navigation,19,39.36,105.56,location,true
navigation,14,38.66,105.18,phone,false
message,18,38.71,106.63,location,true
message,18,37.01,105.42,contact,false
game,20,36.9,109.64,contact,false
social_contact,18,36.14,108.64,phone,false
game,15,39.26,106.38,contact,false
game,12,38.15,108.96,location,true
game,12,39.55,109.71,contact,false
message,18,36.93,109.42,contact,false
social_contact,18,38.57,108.48,microphone,true
message,13,36.8,109.75,contact,false
game,18,37.19,109.1,contact,false
message,18,36.07,109.67,location,true
social_contact,16,38.65,109.95,contact,false
social_contact,12,37.69,107.31,location,true
navigation,12,36.76,105.43,phone,false
game,14,37.03,108.06,phone,false
game,16,39.97,105.56,microphone,true
game,13,36.39,107.02,contact,false
game,22,37.2,108.66,microphone,true
social_contact,23,39.61,105.32,phone,false
game,17,38.17,106.65,phone,false
game,12,39.15,108.07,location,true
message,15,38.78,109.37,contact,false
game,22,36.96,107.84,contact,false
navigation,13,37.14,108.68,contact,false
game,18,38.2,107.85,location,true
game,16,36.81,106.0,contact,false
message,19,38.88,107.11,contact,false
social_contact,17,37.5,109.65,microphone,true
game,17,39.12,105.12,microphone,true
navigation,16,38.4,109.3,phone,false
message,14,36.7,108.93,location,true
game,18,39.08,105.35,phone,false
navigation,19,39.8,107.13,phone,false
game,18,38.49,107.53,microphone,true
social_contact,24,39.97,107.28,microphone,true
game,13,39.47,106.68,microphone,true
game,15,37.88,108.29,microphone,true
navigation,18,36.26,109.64,microphone,true
navigation,18,36.49,107.94,phone,false
social_contact,17,37.81,106.23,contact,false
game,15,39.24,107.25,location,true
game,19,37.66,106.6,location,true
message,15,37.15,106.65,location,true
social_contact,15,36.61,106.32,microphone,true
social_contact,12,39.49,108.38,phone,false
game,20,38.7,105.14,contact,false
navigation,13,39.84,108.44,location,true
social_contact,16,38.15,105.91,location,true
message,14,37.86,107.56,phone,false
message,12,36.5,108.0,phone,false
message,17,36.06,105.56,location,true
social_contact,19,36.75,107.38,phone,false
game,14,37.37,108.08,phone,false
social_contact,21,36.3,105.24,phone,false
social_contact,15,39.77,109.01,contact,false
navigation,17,39.99,106.04,contact,false
navigation,20,39.88,105.14,microphone,true
message,16,38.49,107.33,contact,false
navigation,18,38.62,105.21,phone,false
social_contact,24,36.01,107.19,phone,false
navigation,20,38.65,106.71,microphone,true
social_contact,13,36.5,106.07,microphone,true
social_contact,18,38.22,107.34,location,true
message,19,38.06,109.99,microphone,true
social_contact,24,39.46,109.36,microphone,true
navigation,15,36.52,108.1,phone,false
game,18,37.68,109.14,microphone,true
social_contact,22,37.67,106.54,location,true
navigation,14,37.85,109.55,contact,false
game,16,37.31,107.95,location,true
game,13,39.64,109.17,location,true
message,21,39.97,106.66,phone,false
social_contact,18,39.35,106.89,contact,false
game,18,38.77,106.74,location,true
game,14,38.26,107.28,microphone,true
game,23,36.17,105.34,microphone,true
message,15,38.13,106.8,contact,false
navigation,14,38.77,109.2,contact,false
social_contact,16,39.76,107.29,location,true
navigation,13,37.69,106.56,contact,false
game,13,37.47,108.76,microphone,true
message,20,36.09,105.83,microphone,true
message,12,39.78,105.72,contact,false
message,22,36.95,105.45,microphone,true
message,15,37.59,109.05,location,true
social_contact,17,37.25,107.25,contact,false
message,21,39.22,107.93,phone,false
social_contact,15,36.31,109.46,microphone,true
social_contact,15,39.53,109.76,phone,false
message,16,37.55,107.82,phone,false
game,18,38.85,106.29,phone,false
message,13,37.8,105.6,microphone,true
game,19,38.41,108.09,location,true
social_contact,13,39.02,107.15,contact,false
social_contact,19,39.06,106.42,location,true
message,19,37.05,108.05,phone,false
social_contact,16,37.82,105.46,microphone,true
game,16,39.89,108.28,phone,false
navigation,23,36.28,106.29,contact,false
navigation,21,36.4,106.49,contact,false
navigation,12,38.28,106.76,phone,false
social_contact,18,36.61,106.2,phone,false
social_contact,21,37.34,107.64,phone,false
social_contact,12,39.56,108.07,phone,false
message,18,36.43,106.8,microphone,true
game,14,37.14,105.19,phone,false
navigation,17,39.37,106.68,microphone,true
social_contact,15,36.34,108.44,contact,false
game,15,37.91,106.82,microphone,true
social_contact,21,36.42,109.94,location,true
navigation,14,39.77,107.63,contact,false
social_contact,22,39.73,107.17,contact,false
social_contact,23,36.29,109.17,microphone,true
social_contact,22,36.59,107.26,contact,false
navigation,15,36.89,109.7,contact,false
social_contact,16,38.91,107.45,phone,false
navigation,18,39.7,108.93,location,true
message,13,38.14,105.95,contact,false
message,16,38.49,109.66,microphone,true
message,13,39.74,108.12,phone,false
game,22,39.82,105.56,phone,false
navigation,13,37.42,106.47,microphone,true
message,12,39.15,109.44,phone,false
message,13,38.21,107.11,contact,false
navigation,24,38.82,108.46,microphone,true
game,12,36.53,109.16,contact,false
social_contact,14,36.0,109.09,location,true
game,12,39.81,105.92,location,true
social_contact,14,38.34,109.46,phone,false
message,13,39.78,107.73,contact,false
social_contact,14,38.29,105.07,contact,false
navigation,23,38.75,109.4,contact,false
social_contact,22,37.97,109.4,microphone,true
game,14,39.1,105.48,location,true
game,21,39.19,106.88,contact,false
navigation,17,37.68,107.24,microphone,true
game,20,38.3,107.67,contact,false
social_contact,23,37.95,106.92,contact,false
game,14,36.01,105.76,contact,false
game,21,37.82,106.75,contact,false
game,19,36.23,105.75,phone,false
message,21,36.37,108.45,location,true
social_contact,19,38.12,106.02,microphone,true
navigation,19,39.96,108.88,contact,false
game,22,37.85,107.74,contact,false
game,24,37.3,108.22,microphone,true
game,21,36.61,106.96,contact,false
message,24,38.37,107.1,contact,false
game,16,36.09,107.19,location,true
game,14,38.77,108.64,contact,false
message,13,36.95,108.45,location,true
game,20,37.98,109.48,microphone,true
game,21,37.48,109.71,phone,false
navigation,15,36.25,108.34,phone,false
message,17,37.84,106.76,location,true
social_contact,22,38.42,109.33,phone,false
social_contact,16,39.47,108.49,contact,false
social_contact,17,38.86,107.33,microphone,true
game,14,37.17,105.44,microphone,true
navigation,13,37.68,106.18,contact,false
game,21,38.69,105.44,location,true
navigation,18,37.9,109.44,contact,false
social_contact,15,37.6,105.66,microphone,true
social_contact,12,38.43,107.17,location,true
social_contact,17,38.09,105.61,location,true
message,18,36.77,109.71,contact,false
navigation,14,37.91,105.05,location,true
message,14,36.68,108.43,microphone,true
game,24,38.29,109.74,contact,false
social_contact,19,38.31,105.26,location,true
navigation,23,39.7,109.27,phone,false
social_contact,14,36.19,106.92,location,true
social_contact,12,36.37,107.32,microphone,true
game,20,36.94,106.77,contact,false
social_contact,13,37.97,108.31,microphone,true
message,19,39.93,107.44,phone,false
social_contact,17,39.17,107.48,contact,false
social_contact,13,37.52,107.03,location,true
navigation,21,38.31,109.78,location,true
navigation,17,38.14,108.13,microphone,true
message,18,37.74,108.63,contact,false
navigation,21,39.4,105.63,phone,false
game,18,36.22,107.25,phone,false
social_contact,12,38.05,107.53,contact,false
social_contact,22,36.46,106.32,microphone,true
message,19,36.16,107.99,contact,false
game,24,36.05,105.75,phone,false
navigation,18,38.93,109.0,location,true
social_contact,21,36.61,105.55,location,true
game,22,36.6,108.05,microphone,true
social_contact,18,37.07,106.26,microphone,true
game,22,39.53,108.2,microphone,true
game,22,36.69,109.48,location,true
message,21,39.23,107.15,phone,false
social_contact,12,37.78,109.18,microphone,true
social_contact,16,38.79,109.02,location,true
game,15,38.27,107.05,microphone,true
navigation,19,39.28,105.21,microphone,true
navigation,22,36.36,108.62,phone,false
message,19,38.95,107.57,phone,false
message,18,36.55,109.39,location,true
message,12,37.05,109.15,phone,false
message,18,38.78,105.45,location,true
social_contact,22,39.32,106.86,microphone,true
game,24,39.24,108.02,location,true
message,17,38.6,108.08,contact,false
social_contact,13,38.68,105.97,contact,false
social_contact,19,38.86,108.41,microphone,true
game,18,39.11,109.93,microphone,true
social_contact,17,39.03,107.37,location,true
message,15,39.24,109.11,microphone,true
message,13,36.06,108.39,phone,false
navigation,17,38.48,108.29,phone,false
game,20,37.74,109.0,phone,false
social_contact,18,36.4,108.33,microphone,true
social_contact,15,36.86,105.21,phone,false
message,21,36.19,109.14,phone,false
game,14,39.49,108.97,phone,false
message,12,39.73,108.24,contact,false
game,20,37.45,105.19,microphone,true
message,15,39.84,109.06,location,true
social_contact,23,39.57,106.59,contact,false
social_contact,17,36.24,105.55,contact,false
message,23,38.34,108.5,location,true
game,17,38.59,105.1,location,true
navigation,18,36.77,105.12,phone,false
social_contact,19,36.32,106.01,location,true
social_contact,19,39.01,107.58,phone,false
social_contact,18,39.35,105.56,phone,false
game,16,39.96,108.68,phone,false
navigation,24,39.12,105.75,phone,false
game,17,39.49,105.39,microphone,true
navigation,16,36.92,107.74,location,true
message,22,37.7,107.83,phone,false
social_contact,24,37.03,108.38,contact,false
navigation,17,37.42,107.64,location,true
game,13,36.52,108.73,location,true
social_contact,15,37.11,108.29,contact,false
message,14,39.07,109.03,phone,false
message,23,37.93,107.03,microphone,true
navigation,24,38.43,106.16,location,true
social_contact,12,39.91,105.19,location,true
social_contact,13,39.76,108.24,phone,false
game,12,39.29,108.5,location,true
message,22,38.63,108.37,contact,false
message,13,39.09,107.62,phone,false
game,22,39.24,107.39,microphone,true
social_contact,23,36.48,106.25,microphone,true
social_contact,15,37.58,105.5,contact,false
game,21,37.04,105.0,location,true
message,19,38.71,107.62,microphone,true
game,16,37.04,105.19,location,true
game,21,37.78,106.47,contact,false
navigation,13,38.73,107.46,location,true
social_contact,19,37.44,106.12,phone,false
social_contact,17,36.83,107.58,microphone,true
social_contact,14,36.17,106.65,microphone,true
social_contact,13,37.08,106.06,location,true
social_contact,13,38.67,109.44,contact,false
message,22,39.08,107.15,phone,false
social_contact,22,38.06,107.27,contact,false
game,12,37.24,109.68,microphone,true
game,12,36.18,107.54,location,true
social_contact,18,39.51,106.17,microphone,true
message,15,36.55,107.78,location,true
game,20,38.96,108.34,contact,false
game,18,37.88,107.75,phone,false
navigation,22,38.1,106.52,microphone,true
social_contact,13,39.84,106.86,microphone,true
game,15,38.15,108.18,location,true
message,20,37.99,109.23,microphone,true
navigation,13,38.04,106.64,microphone,true
navigation,13,36.1,108.77,location,true
message,19,39.83,109.73,phone,false
social_contact,14,38.09,105.13,phone,false
message,22,37.49,107.9,microphone,true
message,19,37.72,106.79,location,true
game,16,39.66,105.82,microphone,true
social_contact,14,39.84,106.33,phone,false
message,13,36.81,109.39,phone,false
social_contact,14,36.41,109.15,location,true
message,17,38.1,105.74,location,true
game,17,39.91,107.19,phone,false
game,23,36.11,107.37,contact,false
navigation,12,36.34,108.65,microphone,true
game,12,39.7,107.16,contact,false
message,23,37.08,106.36,phone,false
game,19,37.58,105.73,location,true
message,21,39.84,109.56,location,true
message,14,38.71,105.78,location,true
navigation,17,39.29,108.94,location,true
navigation,17,39.09,108.8,contact,false
game,24,39.54,107.58,microphone,true
message,20,36.53,108.9,microphone,true
navigation,18,36.44,107.97,phone,false
game,15,38.32,108.02,contact,false
social_contact,14,38.53,108.98,contact,false
social_contact,13,36.36,109.06,contact,false
game,17,36.78,106.52,location,true
social_contact,20,36.2,108.06,microphone,true
social_contact,13,36.37,105.87,phone,false
navigation,16,38.66,106.82,contact,false
navigation,23,38.16,106.68,phone,false
navigation,22,37.15,108.74,contact,false
game,12,39.11,107.87,microphone,true
game,18,37.45,106.41,microphone,true
message,12,36.82,106.95,location,true
social_contact,22,36.16,107.64,contact,false
game,18,38.88,109.87,location,true
game,18,39.63,105.58,location,true
navigation,18,39.49,109.97,microphone,true
social_contact,14,38.5,108.18,contact,false
social_contact,19,36.51,107.07,location,true
message,23,36.98,106.0,microphone,true
social_contact,16,38.64,106.99,location,true
navigation,16,39.47,109.73,microphone,true
message,22,37.04,107.7,phone,false
message,20,37.49,108.27,microphone,true
message,22,37.95,109.43,contact,false
social_contact,17,36.33,107.79,contact,false
navigation,18,39.19,107.9,phone,false
message,14,37.92,105.47,microphone,true
message,17,39.94,105.82,contact,false
game,19,38.89,105.9,microphone,true
game,12,39.52,105.46,location,true
message,14,38.1,106.72,contact,false
navigation,21,36.67,107.48,microphone,true
message,13,39.96,108.89,contact,false
navigation,19,36.46,106.16,location,true
social_contact,20,39.62,108.53,microphone,true
game,12,38.58,106.46,phone,false
social_contact,14,39.28,106.81,phone,false
navigation,16,38.81,105.89,microphone,true
social_contact,18,36.54,109.99,location,true
message,15,37.96,106.45,contact,false
navigation,16,36.39,105.75,microphone,true
game,12,38.7,108.88,location,true
navigation,19,37.68,109.15,location,true
social_contact,15,39.62,106.91,microphone,true
navigation,24,39.24,107.53,microphone,true
message,20,39.52,109.38,contact,false
social_contact,14,38.94,106.66,location,true
navigation,17,38.34,107.33,phone,false
social_contact,19,36.64,106.02,phone,false
message,20,39.98,108.86,phone,false
game,19,36.79,106.82,location,true
social_contact,18,38.55,105.1,microphone,true
social_contact,19,39.31,105.91,contact,false
game,14,36.86,109.48,contact,false
message,21,37.46,108.08,contact,false
navigation,13,38.34,106.67,phone,false
game,15,38.47,107.53,phone,false
social_contact,16,38.52,105.38,phone,false
message,21,39.4,107.34,phone,false
message,21,36.55,108.13,phone,false
message,23,37.44,108.23,phone,false
message,20,37.94,105.81,microphone,true
social_contact,13,37.25,107.1,location,true
game,15,39.22,106.87,location,true
navigation,19,37.77,105.77,microphone,true
message,16,36.54,109.35,contact,false
game,16,36.62,109.59,phone,false
message,17,37.04,106.65,phone,false
game,20,36.23,108.57,location,true
game,24,39.46,108.05,phone,false
social_contact,14,38.49,109.29,phone,false
social_contact,13,36.01,106.38,phone,false
message,12,36.48,107.62,microphone,true
social_contact,16,36.72,109.46,microphone,true
navigation,15,39.66,105.19,location,true
navigation,17,39.39,106.7,phone,false
navigation,21,36.24,107.38,phone,false
social_contact,13,39.56,108.05,phone,false
social_contact,15,38.32,107.84,contact,false
social_contact,18,36.92,106.39,microphone,true
game,20,36.69,107.8,microphone,true
social_contact,15,38.58,107.49,microphone,true
social_contact,16,39.46,108.35,microphone,true
social_contact,19,38.03,105.83,microphone,true
